%C5%A1%C4%B7%C4%ABvjot%C4%81+kolonna-lv = deprecatedTerm-admn-sts
persondati-lv = preferredTerm-admn-sts
recikl%C4%93%C5%A1ana-lv = preferredTerm-admn-sts
riska+m%C4%93rs-lv = preferredTerm-admn-sts
sa%C5%A1%C5%ABta+karboksimetilceluloze-lv = preferredTerm-admn-sts
skrejce%C4%BCa+ass+l%C4%ABnijas+turpin%C4%81jums-lv = preferredTerm-admn-sts
stripings-lv = preferredTerm-admn-sts
ununheksijs-lv = supersededTerm-admn-sts
%C5%A1%C4%B7idrin%C4%81%C5%A1ana-lv = deprecatedTerm-admn-sts
Austrumflandrijas+province-lv = preferredTerm-admn-sts
Cilv%C4%93kresursu+un+iek%C5%A1%C4%93jo+dienestu+direkcija-lv = supersededTerm-admn-sts
Finan%C5%A1u+pakalpojumu+jaut%C4%81jumu+darba+grupa+%28Komiteju+proced%C5%ABra%29-lv = supersededTerm-admn-sts
Francijas+aizj%C5%ABras+teritorija-lv = supersededTerm-admn-sts
Inform%C4%81cijas+sabiedr%C4%ABbas+un+sazi%C5%86as+l%C4%ABdzek%C4%BCu+%C4%A2D-lv = supersededTerm-admn-sts
Vesel%C4%ABbas+un+pat%C4%93r%C4%93t%C4%81ju+izpilda%C4%A3ent%C5%ABra-lv = supersededTerm-admn-sts
atraitnes+pensija-lv = admittedTerm-admn-sts
augst%C4%81k%C4%81+siltumsp%C4%93ja-lv = preferredTerm-admn-sts
dzemd%C4%ABbas-lv = preferredTerm-admn-sts
efekt%C4%ABvs+multilater%C4%81lisms-lv = preferredTerm-admn-sts
hibr%C4%ABdelektriskais+transportl%C4%ABdzeklis-lv = preferredTerm-admn-sts
me%C5%BEa+plat%C4%ABba-lv = deprecatedTerm-admn-sts
nacion%C4%81lais+pazi%C5%86ojums-lv = preferredTerm-admn-sts
nesegta+poz%C4%ABcija-lv = preferredTerm-admn-sts
nostr%C4%81d%C4%81t%C4%81+kodoldegviela-lv = preferredTerm-admn-sts
pasludin%C4%81t+mutv%C4%81rdu+procesu+par+pabeigtu-lv = supersededTerm-admn-sts
r%C5%ABp%C4%ABbas+pien%C4%81kums-lv = preferredTerm-admn-sts
sorbenta+in%C5%BEekcija+d%C5%ABmkan%C4%81l%C4%81-lv = preferredTerm-admn-sts
sp%C4%93ka+sensors-lv = preferredTerm-admn-sts
t%C4%ABrv%C4%93rte-lv = preferredTerm-admn-sts
ununseptijs-lv = supersededTerm-admn-sts
valstu+p%C4%93ctec%C4%ABba-lv = preferredTerm-admn-sts
vec%C4%81ka+gadag%C4%81juma+cilv%C4%93ku+ties%C4%ABbas-lv = deprecatedTerm-admn-sts
zieme%C4%BCu+sarkan%C4%81+lutj%C4%81nzivs-lv = preferredTerm-admn-sts
Eiropas+publisk%C4%81s+un+priv%C4%81t%C4%81s+partner%C4%ABbas+ekspert%C4%ABzes+centrs-lv = preferredTerm-admn-sts
Europass+apliec%C4%ABbas+pielikums-lv = supersededTerm-admn-sts
Lauksaimniec%C4%ABbas+un+zivsaimniec%C4%ABbas+%C4%A3ener%C4%81ldirektor%C4%81ts-lv = supersededTerm-admn-sts
Padomes+Direkt%C4%ABva+96%2F98%2FEK+%281996.+gada+20.+decembris%29+par+ku%C4%A3u+apr%C4%ABkojumu-lv = supersededTerm-admn-sts
ap%C5%86emo%C5%A1ais+t%C4%ABkls-lv = deprecatedTerm-admn-sts
atkritumu+poligona+g%C4%81ze-lv = preferredTerm-admn-sts
c%C5%ABku+vezikul%C4%81r%C4%81+eksant%C4%93ma-lv = admittedTerm-admn-sts
galven%C4%81+dar%C4%ABjumdarb%C4%ABbas+vieta-lv = preferredTerm-admn-sts
indeks%C4%81cijas+tirg%C5%AB+r%C4%ABkojums-lv = deprecatedTerm-admn-sts
kred%C4%ABtreitingu+a%C4%A3ent%C5%ABra-lv = preferredTerm-admn-sts
n%C4%81trija+propil-p-hidroksibenzo%C4%81ts-lv = supersededTerm-admn-sts
nelikum%C4%ABga+%C4%81rzemnieku+p%C4%81rvieto%C5%A1ana+p%C4%81ri+valsts+robe%C5%BEai-lv = preferredTerm-admn-sts
nenok%C4%81rtot%C4%81s+atl%C4%ABdz%C4%ABbas+pras%C4%ABbas-lv = preferredTerm-admn-sts
p%C4%81rst%C4%81v%C4%ABbas+izmaksas-lv = preferredTerm-admn-sts
tirdzniec%C4%ABbas+zonu+robe%C5%BEa-lv = preferredTerm-admn-sts
uztur%C4%93%C5%A1anas+saist%C4%ABbas-lv = admittedTerm-admn-sts
1.+direktor%C4%81ts+-+Visp%C4%81r%C4%93ji+politikas+jaut%C4%81jumi-lv = supersededTerm-admn-sts
ANO+%C4%ABpa%C5%A1%C4%81+misija+Afganist%C4%81n%C4%81-lv = supersededTerm-admn-sts
CAFE-lv = supersededTerm-admn-sts
CFCA-lv = supersededTerm-admn-sts
Dro%C5%A1%C4%ABbas+komiteja+%28INFOSEC+-+AQUA%29-lv = supersededTerm-admn-sts
Jaunatnes+nodarbin%C4%81t%C4%ABbas+ierosme-lv = deprecatedTerm-admn-sts
PKUI-lv = supersededTerm-admn-sts
Starptautisk%C4%81+Krimin%C4%81ltiesa+biju%C5%A1ajai+Dienvidsl%C4%81vijai-lv = deprecatedTerm-admn-sts
Subsidiarit%C4%81tes%2C+proporcionalit%C4%81tes+un+scen%C4%81rija+%E2%80%9CDar%C4%ABt+maz%C4%81k%2C+bet+efekt%C4%ABv%C4%81k%E2%80%9D+jaut%C4%81jumu+darba+grupa-lv = preferredTerm-admn-sts
arodekspoz%C4%ABcijas+robe%C5%BEv%C4%93rt%C4%ABba-lv = preferredTerm-admn-sts
atkl%C4%81ts+sweep+r%C4%ABkojums-lv = deprecatedTerm-admn-sts
ats%C4%93ro%C5%A1ana-lv = preferredTerm-admn-sts
g%C4%81zu+atdal%C4%AB%C5%A1ana-lv = preferredTerm-admn-sts
izpriecu+ku%C4%A3is-lv = supersededTerm-admn-sts
kompens%C4%81cijas+maksa-lv = preferredTerm-admn-sts
konference+par+decentraliz%C4%93tu+sadarb%C4%ABbu-lv = supersededTerm-admn-sts
laika+ni%C5%A1a-lv = preferredTerm-admn-sts
mediju+lietotprasme-lv = admittedTerm-admn-sts
mirdzizl%C4%81des+masspektrometrs-lv = preferredTerm-admn-sts
opetatora+pie%C4%BCaujamais+ekspon%C4%93t%C4%ABbas+l%C4%ABmenis-lv = preferredTerm-admn-sts
p%C4%81rvald%C4%ABta+imigr%C4%81cija-lv = preferredTerm-admn-sts
past%C4%81v%C4%ABg%C4%81+izp%C4%93tes+grupa+%22Starptautisk%C4%81+tirdzniec%C4%ABba%22-lv = supersededTerm-admn-sts
patv%C4%93ruma+proced%C5%ABra-lv = preferredTerm-admn-sts
pieteikuma+iesniedz%C4%93ja+valsts-lv = preferredTerm-admn-sts
standartiz%C4%93ts+priv%C4%81to+ieguld%C4%ABjumu+produkts-lv = deprecatedTerm-admn-sts
stenoze-lv = preferredTerm-admn-sts
t%C5%ABl%C4%ABt%C4%93ja+paka%C4%BCdz%C4%AB%C5%A1an%C4%81s-lv = preferredTerm-admn-sts
zemas+siltumsp%C4%93jas+g%C4%81ze-lv = preferredTerm-admn-sts
%CE%BC+opio%C4%ABdu+receptors-lv = preferredTerm-admn-sts
133.+panta+komiteja-lv = supersededTerm-admn-sts
1B+direktor%C4%81ts+-+Soci%C4%81l%C4%81s+lietas%2C+ener%C4%A3%C4%93tika%2C+p%C4%93tniec%C4%ABba%2C+telekomunik%C4%81cijas-lv = supersededTerm-admn-sts
2.+direktor%C4%81ts+-+ECOFIN%2C+lauksaimniec%C4%ABba%2C+zivsaimniec%C4%ABba-lv = supersededTerm-admn-sts
Eiropas+Nol%C4%ABgums+par+person%C4%81m%2C+kas+piedal%C4%81s+tiesved%C4%ABb%C4%81+Eiropas+Cilv%C4%93kties%C4%ABbu+ties%C4%81-lv = preferredTerm-admn-sts
Eiropas+dro%C5%A1%C4%ABbas+un+aizsardz%C4%ABbas+politika-lv = supersededTerm-admn-sts
Klimata+p%C4%81rmai%C5%86u%2C+koordin%C4%81cijas+un+horizont%C4%81lu+jaut%C4%81jumu+noda%C4%BCa-lv = supersededTerm-admn-sts
Konkur%C4%93tsp%C4%93jas%2C+Lisabonas+strat%C4%93%C4%A3ijas%2C+r%C5%ABpniec%C4%ABbas%2C+p%C4%93tniec%C4%ABbas+%28ES+politika+un+t%C4%81s+starptautiskie+aspekti%29%2C+inform%C4%81cijas+sabiedr%C4%ABbas+un+elektrosakaru+direktor%C4%81ts-lv = supersededTerm-admn-sts
Latvijas+Cilv%C4%93kties%C4%ABbu+un+etnisko+studiju+centrs-lv = supersededTerm-admn-sts
Protokols%2C+konferences%2C+%C4%93kas+un+lo%C4%A3istika-lv = supersededTerm-admn-sts
RFID+mar%C4%B7%C4%93jums-lv = deprecatedTerm-admn-sts
Rietumbalk%C4%81nu+kontaktgrupa-lv = supersededTerm-admn-sts
Svazilendas+Karaliste-lv = supersededTerm-admn-sts
atbalst%C4%81mi+apgabali-lv = preferredTerm-admn-sts
autom%C4%81tiska+m%C4%93r%C4%B7a+noteik%C5%A1ana-lv = preferredTerm-admn-sts
b%C5%ABtiska+l%C4%ABdzdal%C4%ABba-lv = preferredTerm-admn-sts
cenu+aptauja-lv = deprecatedTerm-admn-sts
elektriskais+telpas+apsildes+katls-lv = preferredTerm-admn-sts
koksa+g%C4%81ze-lv = preferredTerm-admn-sts
kop%C4%ABgu+intere%C5%A1u+projekts-lv = preferredTerm-admn-sts
partnerattiec%C4%ABbu+nol%C4%ABgums+zivsaimniec%C4%ABbas+nozar%C4%93-lv = supersededTerm-admn-sts
viet%C4%93ja+konsul%C4%81ra+sadarb%C4%ABba+v%C4%ABzu+jaut%C4%81jumos-lv = supersededTerm-admn-sts
z%C4%81%C4%BCu+antagonisms-lv = preferredTerm-admn-sts
%C4%81rzemnieku+balssties%C4%ABbas-lv = admittedTerm-admn-sts
%C4%ABstermi%C5%86a+vair%C4%81kk%C4%81rt%C4%93ja+iece%C4%BCo%C5%A1anas+v%C4%ABza-lv = preferredTerm-admn-sts
%C5%85%C5%ABdeli-lv = preferredTerm-admn-sts
%C5%ABdensobjekts-lv = preferredTerm-admn-sts
A+%C4%A2D-lv = supersededTerm-admn-sts
Apvienoto+N%C4%81ciju+Organiz%C4%81cijas+misija+Kongo+Demokr%C4%81tiskaj%C4%81+Republik%C4%81-lv = supersededTerm-admn-sts
Iek%C5%A1%C4%93j%C4%81+tirgus+saska%C5%86o%C5%A1anas+birojs+%28pre%C4%8Du+z%C4%ABmes%2C+paraugi+un+mode%C4%BCi%29-lv = supersededTerm-admn-sts
Person%C4%81la+un+administr%C4%81cijas+%C4%A3ener%C4%81ldirektor%C4%81ts-lv = supersededTerm-admn-sts
Starptautisk%C4%81+Frekven%C4%8Du+re%C4%A3istr%C4%81cijas+valde-lv = supersededTerm-admn-sts
Starptautisk%C4%81+konference+par+cilv%C4%93kiem+paredz%C4%93to+z%C4%81%C4%BCu+re%C4%A3istr%C4%81cijas+tehnisko+pras%C4%ABbu+saska%C5%86o%C5%A1anu-lv = supersededTerm-admn-sts
atrait%C5%86a+pensija-lv = admittedTerm-admn-sts
iece%C4%BCo%C5%A1anas+m%C4%93r%C4%B7a+pamatojums-lv = preferredTerm-admn-sts
iece%C4%BCo%C5%A1anas+v%C4%ABza-lv = admittedTerm-admn-sts
infekcioz%C4%81+katar%C4%81l%C4%81+drud%C5%BEa+v%C4%ABrusa+infekcija-lv = preferredTerm-admn-sts
jaunatt%C4%ABst%C4%ABbas+valstu+sadarb%C4%ABba-lv = preferredTerm-admn-sts
kodolelektrostacija-lv = preferredTerm-admn-sts
kokaugiem+kl%C4%81ta+plat%C4%ABba-lv = preferredTerm-admn-sts
kult%C5%ABras+materi%C4%81lu+digitaliz%C4%81cija-lv = preferredTerm-admn-sts
miega+magone-lv = preferredTerm-admn-sts
mutes+un+nagu+s%C4%93rgas+gad%C4%ABjums-lv = preferredTerm-admn-sts
neatbilst%C4%ABga+imigr%C4%81cija-lv = preferredTerm-admn-sts
og%C4%BC%C5%ABde%C5%86ra%C5%BEu+ieguves+paaugstin%C4%81%C5%A1ana-lv = preferredTerm-admn-sts
p%C4%81rvades+sist%C4%93mas+operators-lv = preferredTerm-admn-sts
pien%C4%81kums+atst%C4%81t+valsts+teritoriju-lv = preferredTerm-admn-sts
prim%C4%81r%C4%81s+indeks%C4%81cijas+r%C4%ABkojums-lv = deprecatedTerm-admn-sts
robe%C5%BEu+uzraudz%C4%ABba-lv = admittedTerm-admn-sts
telekomunik%C4%81cija-lv = deprecatedTerm-admn-sts
%C5%ABdens+temperat%C5%ABras+sensors-lv = preferredTerm-admn-sts
3.+direktor%C4%81ts+-+Zivsaimniec%C4%ABba+%28ar%C4%AB+%C4%81r%C4%93j%C4%81s+attiec%C4%ABbas%29-lv = supersededTerm-admn-sts
Deklar%C4%81cija+par+to+personu+ties%C4%ABb%C4%81m%2C+kuras+pieder+pie+nacion%C4%81l%C4%81m+vai+etnisk%C4%81m%2C+reli%C4%A3isk%C4%81m+un+lingvistisk%C4%81m+maz%C4%81kumgrup%C4%81m-lv = deprecatedTerm-admn-sts
ES+SITCEN-lv = supersededTerm-admn-sts
I+%C4%A3ener%C4%81ldirektor%C4%81ts+-+Klimata+p%C4%81rmai%C5%86as%2C+vide%2C+vesel%C4%ABbas+aizsardz%C4%ABba%2C+pat%C4%93r%C4%93t%C4%81ju+ties%C4%ABbas%2C+p%C4%81rtika%2C+izgl%C4%ABt%C4%ABba%2C+jaunatne%2C+kult%C5%ABra%2C+audiovizu%C4%81li+jaut%C4%81jumi+un+sports-lv = supersededTerm-admn-sts
Neizplat%C4%AB%C5%A1anas+l%C4%ABgums-lv = admittedTerm-admn-sts
Vides+direktor%C4%81ts-lv = supersededTerm-admn-sts
Vides+un+dro%C5%A1%C4%ABbas+glob%C4%81lais+monitorings-lv = supersededTerm-admn-sts
administrat%C4%ABv%C4%81+sp%C4%93ja-lv = preferredTerm-admn-sts
aitu+pestivirus%C4%81l%C4%81+infekcija-lv = preferredTerm-admn-sts
apdro%C5%A1in%C4%81%C5%A1anas+sabiedr%C4%ABba-lv = preferredTerm-admn-sts
atg%C4%81zu+sist%C4%93ma-lv = preferredTerm-admn-sts
b%C4%ABdes+pretest%C4%ABba-lv = admittedTerm-admn-sts
balto+plankumu+sindroma+v%C4%ABrusa+infekcija-lv = preferredTerm-admn-sts
bremzes+kamera-lv = preferredTerm-admn-sts
da%C5%BE%C4%81di+izmantotie+kurin%C4%81mie-lv = deprecatedTerm-admn-sts
dzelten%C4%81s+galvas+v%C4%ABrusa+infekcija-lv = preferredTerm-admn-sts
fizisks+tr%C5%ABkums-lv = supersededTerm-admn-sts
kait%C4%93jo%C5%A1a+nodok%C4%BCu+konkurence-lv = preferredTerm-admn-sts
karaliskie+krabji-lv = deprecatedTerm-admn-sts
komiteju+proced%C5%ABra-lv = preferredTerm-admn-sts
mikroprudenci%C4%81l%C4%81+uzraudz%C4%ABba-lv = preferredTerm-admn-sts
pazi%C5%86ojums+par+proced%C5%ABras+s%C4%81k%C5%A1anu-lv = preferredTerm-admn-sts
pilsonisk%C4%81+integr%C4%81cija-lv = admittedTerm-admn-sts
rajons-lv = supersededTerm-admn-sts
tie%C5%A1ais+lietot%C4%81js-lv = preferredTerm-admn-sts
turbov%C4%81rpstdzin%C4%93js-lv = preferredTerm-admn-sts
valsts+sertifik%C4%81tu+politika-lv = deprecatedTerm-admn-sts
viena+dal%C4%ABbnieka+sabiedr%C4%ABba+ar+ierobe%C5%BEotu+atbild%C4%ABbu-lv = preferredTerm-admn-sts
Civilties%C4%ABbu+jaut%C4%81jumu+komiteja-lv = supersededTerm-admn-sts
ETRG-lv = supersededTerm-admn-sts
GMES-lv = supersededTerm-admn-sts
Indijas+oke%C4%81na+piekrastes+valstu+re%C4%A3ion%C4%81l%C4%81s+sadarb%C4%ABbas+asoci%C4%81cija-lv = supersededTerm-admn-sts
InnovFin+MVU+garantijas-lv = preferredTerm-admn-sts
Konstitucion%C4%81lo+lietu+un+Eiropas+p%C4%81rvald%C4%ABbas+komisija-lv = deprecatedTerm-admn-sts
aroda+pensija-lv = preferredTerm-admn-sts
atk%C4%81rtotas+darb%C4%ABbas+%C4%ABsstobra+%C5%A1aujamierocis-lv = preferredTerm-admn-sts
atlikumsiltums-lv = preferredTerm-admn-sts
atvasin%C4%81tais+instruments-lv = preferredTerm-admn-sts
autosamplers-lv = preferredTerm-admn-sts
biot%C4%ABns-lv = preferredTerm-admn-sts
divkont%C5%ABru+brem%C5%BEu+sist%C4%93ma-lv = preferredTerm-admn-sts
fonda+komiteja-lv = supersededTerm-admn-sts
kult%C5%ABru+dialogs-lv = preferredTerm-admn-sts
neizraudz%C4%ABtais+pretendents-lv = preferredTerm-admn-sts
noradrenal%C4%ABns-lv = preferredTerm-admn-sts
optiskais+sign%C4%81ls-lv = preferredTerm-admn-sts
p%C4%81rskata+gads-lv = preferredTerm-admn-sts
transform%C4%81cijas+notikums-lv = preferredTerm-admn-sts
viduspunkta+indeks%C4%81cijas+r%C4%ABkojums-lv = deprecatedTerm-admn-sts
visp%C4%81r%C4%93jie+transportl%C4%ABdzek%C4%BCa+konstrukcijas+raksturot%C4%81ji-lv = admittedTerm-admn-sts
%22Erasmus+visiem%22-lv = supersededTerm-admn-sts
%C4%93kas+pirk%C5%A1anas+vai+nomas+l%C4%ABgums-lv = supersededTerm-admn-sts
D+kategorijas+v%C4%ABza-lv = admittedTerm-admn-sts
Darbinieku+p%C4%81rst%C4%81vju+kol%C4%93%C4%A3ija-lv = preferredTerm-admn-sts
Eiropas+Lauksaimniec%C4%ABbas+virz%C4%ABbas+un+garantijas+fonda+komiteja-lv = supersededTerm-admn-sts
Eiropas+Savien%C4%ABbas+Civildienesta+tiesa-lv = supersededTerm-admn-sts
InnovFin+MVU+riska+kapit%C4%81ls-lv = preferredTerm-admn-sts
KPC-lv = deprecatedTerm-admn-sts
Kopienas+civil%C4%81s+aizsardz%C4%ABbas+meh%C4%81nisms-lv = supersededTerm-admn-sts
P%C4%93tniec%C4%ABbas+%C4%A2D-lv = supersededTerm-admn-sts
Pirmspievieno%C5%A1an%C4%81s+strukt%C5%ABrpolitikas+programma-lv = supersededTerm-admn-sts
Protokols+par+17.+pantu+L%C4%ABgum%C4%81+par+Eiropas+Savien%C4%ABbu-lv = supersededTerm-admn-sts
Protokols+par+privil%C4%93%C4%A3ij%C4%81m+un+imunit%C4%81ti+Eiropas+Kopien%C4%81s-lv = supersededTerm-admn-sts
Saharova+balva-lv = preferredTerm-admn-sts
Tehniskas+harmoniz%C4%81cijas+jaut%C4%81jumu+darba+grupa+%28kosm%C4%93tika%29-lv = supersededTerm-admn-sts
Uz%C5%86%C4%93m%C4%93jdarb%C4%ABbas+ties%C4%ABbu+jaut%C4%81jumu+darba+grupa+%28gr%C4%81matved%C4%ABba%29-lv = supersededTerm-admn-sts
atk%C4%81rtotas+darb%C4%ABbas+%C5%A1aujamierocis-lv = preferredTerm-admn-sts
augsnes+oglek%C4%BCa+uzkr%C4%81jums-lv = preferredTerm-admn-sts
birokr%C4%81tisms-lv = preferredTerm-admn-sts
centr%C4%81lapsilde-lv = preferredTerm-admn-sts
darbuz%C5%86%C4%93m%C4%93js-lv = preferredTerm-admn-sts
diagon%C4%81lkorda+riepa-lv = admittedTerm-admn-sts
dro%C5%A1%C4%ABba+un+vesel%C4%ABbas+aizsardz%C4%ABba+darb%C4%81-lv = deprecatedTerm-admn-sts
folijdetonators-lv = preferredTerm-admn-sts
inici%C4%93t%C4%81jspr%C4%81gstvielas-lv = preferredTerm-admn-sts
katla+baro%C5%A1anas+%C5%ABdens-lv = preferredTerm-admn-sts
komitolo%C4%A3ijas+proced%C5%ABra-lv = deprecatedTerm-admn-sts
nediskrimin%C4%93%C5%A1ana-lv = preferredTerm-admn-sts
operat%C4%ABv%C4%81+iniciat%C4%ABva+%E2%80%9EIzgl%C4%ABt%C4%ABba+visiem%E2%80%9D-lv = supersededTerm-admn-sts
pilng%C4%81jiena+iedarbin%C4%81%C5%A1ana-lv = preferredTerm-admn-sts
s%C4%ABk%C4%81ka+inform%C4%81cija+par+balsojumu-lv = supersededTerm-admn-sts
soci%C4%81lie+pla%C5%A1sazi%C5%86as+l%C4%ABdzek%C4%BCi-lv = preferredTerm-admn-sts
sol%C4%81r%C4%81+telpas+apsilde-lv = preferredTerm-admn-sts
strukt%C5%ABrfondi-lv = preferredTerm-admn-sts
uztur%C4%93%C5%A1anas+l%C4%ABdzek%C4%BCu+kreditors-lv = admittedTerm-admn-sts
Alepo-lv = preferredTerm-admn-sts
ES+RPM+Rafa-lv = deprecatedTerm-admn-sts
Eiropas+Darba+dev%C4%93ju+un+r%C5%ABpnieku+konfeder%C4%81ciju+apvien%C4%ABba-lv = supersededTerm-admn-sts
Protokols+par+N%C4%ABderlandes+Anti%C4%BC%C4%81s+rafin%C4%93tu+naftas+produktu+importu+Eiropas+Ekonomikas+kopien%C4%81-lv = supersededTerm-admn-sts
Tirdzniec%C4%ABbas+politikas+komiteja+%E2%80%93+eksperti+%28STIS%2C+pakalpojumi+un+invest%C4%ABcijas%2C+savstarp%C4%93ja+atz%C4%AB%C5%A1ana%29-lv = supersededTerm-admn-sts
aizg%C4%81d%C4%ABbas+ties%C4%ABbu+at%C5%86em%C5%A1ana-lv = preferredTerm-admn-sts
aptvere-lv = deprecatedTerm-admn-sts
att%C4%93ldiagnostika-lv = preferredTerm-admn-sts
b%C4%93rniem+draudz%C4%ABga+just%C4%ABcija-lv = preferredTerm-admn-sts
gliemenes-lv = preferredTerm-admn-sts
infuzoriju+zeme-lv = deprecatedTerm-admn-sts
inhib%C4%ABcija-lv = preferredTerm-admn-sts
kopuz%C5%86%C4%93mums+ENIAC-lv = preferredTerm-admn-sts
lapotne-lv = deprecatedTerm-admn-sts
makroprudenci%C4%81l%C4%81+uzraudz%C4%ABba-lv = preferredTerm-admn-sts
maz%C4%81+ausain%C4%81+p%C5%ABc%C4%ABte-lv = preferredTerm-admn-sts
mazoglek%C4%BCa+ekonomika-lv = preferredTerm-admn-sts
nep%C4%81rtraukt%C4%81+re%C4%A3ener%C4%81cija-lv = preferredTerm-admn-sts
p%C4%81rredzam%C4%ABbas+princips-lv = preferredTerm-admn-sts
pa%C5%A1l%C4%ABm%C4%93jo%C5%A1a+uzl%C4%ABme-lv = preferredTerm-admn-sts
piekabe-lv = preferredTerm-admn-sts
saist%C4%ABbu+periods-lv = preferredTerm-admn-sts
tiesas+nol%C4%93mumu+un+%C4%81rpustiesas+l%C4%93mumu+savstarp%C4%93jas+atz%C4%AB%C5%A1anas+princips-lv = admittedTerm-admn-sts
uzst%C4%81d%C4%AB%C5%A1anas+vien%C4%ABba-lv = preferredTerm-admn-sts
uztur%C4%93%C5%A1anas+l%C4%ABdzek%C4%BCi-lv = admittedTerm-admn-sts
vizu%C4%81la+apskate-lv = preferredTerm-admn-sts
zem%C4%81k%C4%81+siltumsp%C4%93ja-lv = preferredTerm-admn-sts
%C5%ABdens+%C5%86em%C5%A1ana-lv = deprecatedTerm-admn-sts
ES+Situ%C4%81ciju+centrs-lv = supersededTerm-admn-sts
Patv%C4%93ruma+jaut%C4%81jumu%2C+v%C4%ABzu%2C+imigr%C4%81cijas%2C+robe%C5%BEu+un+%C5%A0engenas+jaut%C4%81jumu+direktor%C4%81ts-lv = supersededTerm-admn-sts
aizg%C4%81d%C4%ABba-lv = preferredTerm-admn-sts
pa%C4%81trin%C4%81t%C4%81+tiesved%C4%ABba-lv = preferredTerm-admn-sts
publiskais+m%C4%81ko%C5%86pakalpojums-lv = deprecatedTerm-admn-sts
viedais+skait%C4%ABt%C4%81js-lv = preferredTerm-admn-sts
Eiropas+Savien%C4%ABbas+Kop%C4%93jais+milit%C4%81ro+pre%C4%8Du+saraksts+%28ekip%C4%93jums%2C+uz+ko+attiecas+Eiropas+Savien%C4%ABbas+R%C4%ABc%C4%ABbas+kodekss+attiec%C4%ABb%C4%81+uz+iero%C4%8Du+eksportu%29-lv = supersededTerm-admn-sts
Kult%C5%ABras+un+izgl%C4%ABt%C4%ABbas+komisija-lv = supersededTerm-admn-sts
Protokols+par+Eiropas+Kopienas+dibin%C4%81%C5%A1anas+l%C4%ABguma+14.+panta+da%C5%BEu+aspektu+piem%C4%93ro%C5%A1anu+Apvienotajai+Karalistei+un+%C4%AArijai-lv = supersededTerm-admn-sts
Stabilit%C4%81tes+pakta+re%C4%A3ion%C4%81l%C4%81+grupa-lv = supersededTerm-admn-sts
Statistiski+teritori%C4%81lo+vien%C4%ABbu+nomenklat%C5%ABra-lv = supersededTerm-admn-sts
V%C4%ABna+un+spirta+darba+grupa+%28eti%C4%B7is%29-lv = supersededTerm-admn-sts
bremzes+darba+kamera-lv = admittedTerm-admn-sts
izm%C4%93%C4%A3in%C4%81juma+projekts-lv = preferredTerm-admn-sts
komandrindas+interfeiss-lv = supersededTerm-admn-sts
malleuss-lv = admittedTerm-admn-sts
nesekm%C4%ABga+iepirkuma+proced%C5%ABra-lv = preferredTerm-admn-sts
skatlodzi%C5%86%C5%A1-lv = preferredTerm-admn-sts
teko%C5%A1%C4%81+konta+defic%C4%ABts-lv = preferredTerm-admn-sts
vien%C4%ABbas+izmaksu+standarta+likme-lv = preferredTerm-admn-sts
%C4%ABstermi%C5%86a+v%C4%ABza-lv = preferredTerm-admn-sts
4.+direktor%C4%81ts+-+Nodarbin%C4%81t%C4%ABba%2C+soci%C4%81l%C4%81+politika%2C+vesel%C4%ABbas+aizsardz%C4%ABba+un+p%C4%81rtikas+produkti-lv = supersededTerm-admn-sts
CIREA-lv = supersededTerm-admn-sts
Kolumbijas+Revolucion%C4%81rie+bru%C5%86otie+sp%C4%93ki-lv = preferredTerm-admn-sts
Kop%C4%ABgas+ES+un+%C4%80frikas+strat%C4%93%C4%A3ijas+izstr%C4%81des+ad+hoc+darba+grupa-lv = supersededTerm-admn-sts
Lauksaimniec%C4%ABbas+padome-lv = supersededTerm-admn-sts
Papla%C5%A1in%C4%81%C5%A1an%C4%81s+jaut%C4%81jumu+darba+grupa-lv = supersededTerm-admn-sts
SMO-lv = supersededTerm-admn-sts
Starptautiskie+sanit%C4%81rie+noteikumi-lv = supersededTerm-admn-sts
Tehniskas+harmoniz%C4%81cijas+jaut%C4%81jumu+darba+grupa+%28b%C4%ABstamas+vielas+un+prepar%C4%81ti%29-lv = supersededTerm-admn-sts
adrenoreceptors-lv = preferredTerm-admn-sts
centraliz%C4%93ta+aukstumapg%C4%81de-lv = preferredTerm-admn-sts
eiroregula-lv = supersededTerm-admn-sts
ekolo%C4%A3iski+t%C4%ABrs+transportl%C4%ABdzeklis-lv = preferredTerm-admn-sts
ener%C4%A3%C4%93tiskie+kult%C5%ABraugi-lv = preferredTerm-admn-sts
flu%C4%ABds-lv = preferredTerm-admn-sts
jaunatnes+darbinieks-lv = preferredTerm-admn-sts
kr%C4%ABzes+p%C4%81rvar%C4%93%C5%A1anas+oper%C4%81cija-lv = preferredTerm-admn-sts
lidostas+tranz%C4%ABta+v%C4%ABza-lv = admittedTerm-admn-sts
pa%C5%A1vald%C4%ABba-lv = preferredTerm-admn-sts
propil-p-hidroksibenzo%C4%81ts-lv = supersededTerm-admn-sts
sabiedrisko+pakalpojumu+saist%C4%ABbas-lv = preferredTerm-admn-sts
saules+radi%C4%81cija-lv = admittedTerm-admn-sts
tiltrotoru+gaisa+ku%C4%A3is-lv = preferredTerm-admn-sts
tirgus+laika+periods-lv = supersededTerm-admn-sts
velko%C5%A1ais+ku%C4%A3is-lv = preferredTerm-admn-sts
2A+direktor%C4%81ts+-+Protokols+un+konferences-lv = supersededTerm-admn-sts
