%28production+de%29+gaz+%C3%A0+partir+d%27%C3%A9lectricit%C3%A9-fr = preferredTerm-admn-sts
%C3%A9olienne+%C3%A0+axe+vertical-fr = preferredTerm-admn-sts
%C3%A9quivalence+en+substance-fr = preferredTerm-admn-sts
APEM-fr = supersededTerm-admn-sts
API-fr = admittedTerm-admn-sts
Agence+des+droits+de+l%27homme-fr = supersededTerm-admn-sts
CUPEEA-fr = preferredTerm-admn-sts
Comit%C3%A9+des+%C3%89glises+aupr%C3%A8s+des+travailleurs+migrants+en+Europe+occidentale-fr = supersededTerm-admn-sts
Conseil+%22Education+et+jeunesse%22-fr = supersededTerm-admn-sts
Conseil+national+de+l%27%C3%A9conomie+et+du+travail-fr = preferredTerm-admn-sts
Convention+sur+les+sanctions+p%C3%A9nales+%28travailleurs+indig%C3%A8nes%29%2C+1939+%28C65%29-fr = supersededTerm-admn-sts
Direction+1+-+Agriculture+%28CSA+-+Comit%C3%A9+sp%C3%A9cial+Agriculture%29+et+politique+sociale-fr = supersededTerm-admn-sts
Fonds+d%27affectation+sp%C3%A9ciale+du+Fonds+pour+l%27environnement+mondial-fr = deprecatedTerm-admn-sts
G7%2FP8-fr = supersededTerm-admn-sts
Groupe+%22Services+financiers%22+%28Caract%C3%A8re+d%C3%A9finitif+du+r%C3%A8glement%2FGarantie+financi%C3%A8re%29-fr = supersededTerm-admn-sts
IES-fr = supersededTerm-admn-sts
Imp%C3%B4ts+indirects-fr = preferredTerm-admn-sts
Obligation+de+premier+ordre-fr = preferredTerm-admn-sts
STE-fr = supersededTerm-admn-sts
Unfohlm-fr = supersededTerm-admn-sts
asile+interne-fr = admittedTerm-admn-sts
autorisation+d%27embauche-fr = preferredTerm-admn-sts
canon+basculant-fr = preferredTerm-admn-sts
comit%C3%A9+de+suivi+UE-Chine-fr = supersededTerm-admn-sts
commissaire+charg%C3%A9+du+commerce-fr = supersededTerm-admn-sts
commission+comp%C3%A9tente-fr = admittedTerm-admn-sts
confiance+dans+le+num%C3%A9rique-fr = preferredTerm-admn-sts
d%C3%A9bris+v%C3%A9g%C3%A9tal-fr = preferredTerm-admn-sts
d%C3%A9saveu+de+paternit%C3%A9-fr = supersededTerm-admn-sts
devoir+de+prot%C3%A9ger-fr = deprecatedTerm-admn-sts
facteur+d%27%C3%A9nergie+primaire-fr = preferredTerm-admn-sts
flux+transfronti%C3%A8re+de+donn%C3%A9es-fr = preferredTerm-admn-sts
gestion+d%27actifs-fr = admittedTerm-admn-sts
groupe+de+contact+%C2%ABBalkans+occidentaux%C2%BB-fr = supersededTerm-admn-sts
homme-ann%C3%A9e-fr = deprecatedTerm-admn-sts
linguistique+informatique-fr = preferredTerm-admn-sts
lutte+antiparasitaire-fr = deprecatedTerm-admn-sts
maladie+de+Teschen-fr = supersededTerm-admn-sts
mariage+par+procuration-fr = supersededTerm-admn-sts
menace+%C3%A0+l%27ordre+public-fr = admittedTerm-admn-sts
non-r%C3%A9ponse+%C3%A0+certaines+questions-fr = admittedTerm-admn-sts
physiopathologie-fr = preferredTerm-admn-sts
responsabilisation+r%C3%A9ciproque-fr = preferredTerm-admn-sts
strat%C3%A9gie+Europe+2020-fr = preferredTerm-admn-sts
trait%C3%A9+bilat%C3%A9ral+sur+l%27investissement-fr = admittedTerm-admn-sts
valeur+ajout%C3%A9e+th%C3%A9rapeutique-fr = preferredTerm-admn-sts
%C3%A9cart+de+cotation-fr = preferredTerm-admn-sts
AGRI-fr = supersededTerm-admn-sts
ANAEM-fr = supersededTerm-admn-sts
Association+internationale+des+anciens+des+Communaut%C3%A9s+europ%C3%A9ennes-fr = supersededTerm-admn-sts
Association+pour+la+promotion+de+l%27enseignement+et+l%27am%C3%A9lioration+des+conditions+de+vie+dans+les+centres+de+d%C3%A9tention-fr = supersededTerm-admn-sts
CIPAN-fr = supersededTerm-admn-sts
CTM-fr = deprecatedTerm-admn-sts
Comit%C3%A9+de+contr%C3%B4le+bancaire+de+B%C3%A2le-fr = supersededTerm-admn-sts
Commission+des+parcs+nationaux+et+des+aires+prot%C3%A9g%C3%A9es-fr = supersededTerm-admn-sts
Direction+2+-+Budget%2C+politiques+fiscale+et+r%C3%A9gionale-fr = supersededTerm-admn-sts
Istanbul-fr = preferredTerm-admn-sts
MARKT-fr = supersededTerm-admn-sts
Observatoire+europ%C3%A9en+des+migrations-fr = supersededTerm-admn-sts
Service+commun+interpr%C3%A9tation+-+conf%C3%A9rences-fr = supersededTerm-admn-sts
UNEVOC-fr = supersededTerm-admn-sts
a%C3%A9rofrein-fr = preferredTerm-admn-sts
biostimulant+des+v%C3%A9g%C3%A9taux-fr = preferredTerm-admn-sts
brevet+communautaire-fr = supersededTerm-admn-sts
capture+de+donn%C3%A9es+d%27%C3%A9cran-fr = preferredTerm-admn-sts
centre+commun+de+traitement+des+demandes-fr = deprecatedTerm-admn-sts
commerce+interentreprises-fr = preferredTerm-admn-sts
commission+de+la+politique+de+coh%C3%A9sion+territoriale-fr = supersededTerm-admn-sts
conseil+consultatif+r%C3%A9gional+pour+les+eaux+occidentales+septentrionales-fr = supersededTerm-admn-sts
contrat+de+fiducie-fr = preferredTerm-admn-sts
d%C3%A9bat+post%C3%A9rieur+%C3%A0+l%27exercice-fr = supersededTerm-admn-sts
facilit%C3%A9+pour+la+Turquie+en+faveur+des+r%C3%A9fugi%C3%A9s-fr = supersededTerm-admn-sts
forum+march%C3%A9s+publics-fr = admittedTerm-admn-sts
grand+collisionneur+de+hadrons-fr = preferredTerm-admn-sts
infection+par+le+virus+de+la+rage-fr = preferredTerm-admn-sts
instruction+obligatoire-fr = admittedTerm-admn-sts
int%C3%A9gration+r%C3%A9publicaine-fr = admittedTerm-admn-sts
laboratoire+communautaire+de+r%C3%A9f%C3%A9rence+pour+les+biotoxines+maritimes-fr = supersededTerm-admn-sts
litt%C3%A9risme-fr = preferredTerm-admn-sts
march%C3%A9+liquide-fr = preferredTerm-admn-sts
orthodontiste-fr = preferredTerm-admn-sts
partage+de+fichiers+en+r%C3%A9seau-fr = preferredTerm-admn-sts
personnes+lesbiennes%2C+gays%2C+bisexuelles+et+transgenres-fr = preferredTerm-admn-sts
plante+invasive-fr = preferredTerm-admn-sts
pouvoir+de+march%C3%A9-fr = preferredTerm-admn-sts
procyclicalit%C3%A9-fr = deprecatedTerm-admn-sts
pyl%C3%B4ne+hauban%C3%A9-fr = preferredTerm-admn-sts
quotient+d%27intelligence-fr = admittedTerm-admn-sts
r%C3%A9gime+communautaire+de+contr%C3%B4les+des+exportations+de+biens+et+technologies+%C3%A0+double+usage-fr = supersededTerm-admn-sts
reconnaissance+de+munition+explosive-fr = admittedTerm-admn-sts
service+%C3%A9cosyst%C3%A9mique-fr = preferredTerm-admn-sts
service+de+r%C3%A9solution+de+noms+de+domaine-fr = preferredTerm-admn-sts
substance+appauvrissant+la+couche+d%27ozone-fr = preferredTerm-admn-sts
techniques+d%27interrogatoire+renforc%C3%A9es-fr = admittedTerm-admn-sts
terminal+%C3%A0+conteneurs-fr = preferredTerm-admn-sts
Association+internationale+permanente+des+congr%C3%A8s+de+navigation-fr = supersededTerm-admn-sts
Direction+2A+-+Protocole+et+r%C3%A9unions-fr = supersededTerm-admn-sts
EEL-fr = preferredTerm-admn-sts
Fonds+sp%C3%A9cial+de+l%27OPEP-fr = supersededTerm-admn-sts
ORE-fr = supersededTerm-admn-sts
comit%C3%A9+consultatif+mixte+UE-ancienne+R%C3%A9publique+yougoslave+de+Mac%C3%A9doine-fr = preferredTerm-admn-sts
comportement+des+entreprises-fr = admittedTerm-admn-sts
configuration+ouverte-fr = preferredTerm-admn-sts
d%C3%A9mence+vasculaire-fr = preferredTerm-admn-sts
direction+g%C3%A9n%C3%A9rale+de+la+recherche-fr = supersededTerm-admn-sts
filet+de+s%C3%A9curit%C3%A9-fr = preferredTerm-admn-sts
fonds+de+pr%C3%A9voyance-fr = admittedTerm-admn-sts
formation+scolaire+obligatoire-fr = admittedTerm-admn-sts
garantie+n%C3%A9gative+de+s%C3%A9curit%C3%A9-fr = admittedTerm-admn-sts
infection+par+le+complexe+Mycobacterium+tuberculosis-fr = preferredTerm-admn-sts
insertion+num%C3%A9rique-fr = preferredTerm-admn-sts
mixage-fr = preferredTerm-admn-sts
pale-fr = preferredTerm-admn-sts
pare-feu-fr = preferredTerm-admn-sts
poule+soie-fr = preferredTerm-admn-sts
pouvoir+d%27achat-fr = admittedTerm-admn-sts
produit+biocide-fr = preferredTerm-admn-sts
rapport+sur+l%27impact+des+avis-fr = preferredTerm-admn-sts
rejet-fr = deprecatedTerm-admn-sts
relev%C3%A9+des+r%C3%A9sultats+en+mati%C3%A8re+d%27emploi-fr = preferredTerm-admn-sts
rente+quota-fr = deprecatedTerm-admn-sts
reste+%C3%A0+liquider-fr = preferredTerm-admn-sts
sable-fr = preferredTerm-admn-sts
taux+de+change-fr = preferredTerm-admn-sts
th%C3%A9rapie+cellulaire-fr = preferredTerm-admn-sts
ununpentium-fr = supersededTerm-admn-sts
virus+A%28H1N1%29+de+la+grippe+porcine-fr = deprecatedTerm-admn-sts
workflow+num%C3%A9rique-fr = deprecatedTerm-admn-sts
%C3%89tat+h%C3%B4te-fr = admittedTerm-admn-sts
CCRPL-fr = supersededTerm-admn-sts
CIFP-fr = preferredTerm-admn-sts
Conseil+mondial+des+peuples+indig%C3%A8nes-fr = supersededTerm-admn-sts
Convention+sur+les+contrats+de+travail+%28travailleurs+indig%C3%A8nes%29%2C+de+1947+%28C86%29-fr = supersededTerm-admn-sts
DG+I-fr = supersededTerm-admn-sts
DVLM-e-fr = preferredTerm-admn-sts
Direction+1+-+Asile%2C+visas%2C+immigration%2C+fronti%C3%A8res%2C+Schengen-fr = supersededTerm-admn-sts
EVASAN+a%C3%A9rienne-fr = deprecatedTerm-admn-sts
Ifapo-fr = supersededTerm-admn-sts
Organe+des+r%C3%A9gulateurs+europ%C3%A9ens+des+t%C3%A9l%C3%A9communications-fr = supersededTerm-admn-sts
Organisation+intergouvernementale+consultative+de+la+navigation+maritime-fr = supersededTerm-admn-sts
PICMME-fr = supersededTerm-admn-sts
R%C3%A8glement+%28CE%29+n%C2%B0+343%2F2003+du+Conseil+du+18+f%C3%A9vrier+2003+%C3%A9tablissant+les+crit%C3%A8res+et+m%C3%A9canismes+de+d%C3%A9termination+de+l%27%C3%89tat+membre+responsable+de+l%27examen+d%27une+demande+d%27asile+pr%C3%A9sent%C3%A9e+dans+l%27un+des+%C3%89tats+membres+par+un+ressortissant+d%27un+pays+tiers-fr = supersededTerm-admn-sts
TVP-fr = admittedTerm-admn-sts
a%C3%A9rog%C3%A9n%C3%A9rateur+%C3%A0+vitesse+variable-fr = preferredTerm-admn-sts
chambre+juridictionnelle-fr = supersededTerm-admn-sts
contenu+g%C3%A9n%C3%A9r%C3%A9+par+l%27utilisateur-fr = admittedTerm-admn-sts
d%C3%A9claration+conjointe+UE-OTAN-fr = preferredTerm-admn-sts
directive+sur+l%27ad%C3%A9quation+des+fonds+propres-fr = deprecatedTerm-admn-sts
erreur+substantielle-fr = preferredTerm-admn-sts
groupe+consultatif+interne+UE-R%C3%A9publique+de+Cor%C3%A9e-fr = preferredTerm-admn-sts
identification+par+radiofr%C3%A9quence-fr = preferredTerm-admn-sts
indice+SAE-fr = preferredTerm-admn-sts
infection+%C3%A0+Mycoplasma+mycoides+subsp.+mycoides+SC-fr = preferredTerm-admn-sts
infibulation-fr = preferredTerm-admn-sts
instruction+de+la+demande+d%27asile-fr = admittedTerm-admn-sts
liant-fr = supersededTerm-admn-sts
maladie+de+Charcot-Marie-Tooth-fr = preferredTerm-admn-sts
maladie+syst%C3%A9mique-fr = preferredTerm-admn-sts
march%C3%A9+portant+sur+l%27achat+ou+la+location+d%27un+immeuble-fr = supersededTerm-admn-sts
non-r%C3%A9ponse+partielle-fr = preferredTerm-admn-sts
prolongation+de+s%C3%A9jour-fr = admittedTerm-admn-sts
traitement+thermique-fr = preferredTerm-admn-sts
travailleur+%C3%A9tranger+salari%C3%A9-fr = preferredTerm-admn-sts
valeur+temps-fr = preferredTerm-admn-sts
%C3%89tat+d%27accueil-fr = admittedTerm-admn-sts
Bureau+de+coordination+de+l%27Union+europ%C3%A9enne+pour+le+soutien+de+la+police+palestinienne-fr = supersededTerm-admn-sts
Convention+sur+le+logement+des+%C3%A9quipages%2C+1946+%28C75%29-fr = supersededTerm-admn-sts
DG+Relations+ext%C3%A9rieures-fr = supersededTerm-admn-sts
Eurogroupe+pour+le+bien-%C3%AAtre+des+animaux-fr = supersededTerm-admn-sts
Forum+du+Pacifique+Sud-fr = supersededTerm-admn-sts
Groupe+%22Am%C3%A9rique+latine%22-fr = supersededTerm-admn-sts
Groupe+%22Services+financiers%22+%28Blanchiment+d%27argent%29-fr = supersededTerm-admn-sts
INFSO-fr = supersededTerm-admn-sts
MSA-fr = supersededTerm-admn-sts
Pacte+de+Varsovie-fr = admittedTerm-admn-sts
R%C3%A8glement+%28CE%29+n%C2%BA+2725%2F2000+du+Conseil+du+11+d%C3%A9cembre+2000+concernant+la+cr%C3%A9ation+du+syst%C3%A8me+%22Eurodac%22+pour+la+comparaison+des+empreintes+digitales+aux+fins+de+l%27application+efficace+de+la+convention+de+Dublin-fr = supersededTerm-admn-sts
RSUE+pour+le+Soudan-fr = supersededTerm-admn-sts
Relations+%C3%A9conomiques+ext%C3%A9rieures-fr = supersededTerm-admn-sts
TBI-fr = preferredTerm-admn-sts
approche+du+lien-fr = preferredTerm-admn-sts
biture+expresse-fr = admittedTerm-admn-sts
cannabis+m%C3%A9dical-fr = deprecatedTerm-admn-sts
cat%C3%A9naire-fr = deprecatedTerm-admn-sts
comit%C3%A9+du+FEOGA-fr = supersededTerm-admn-sts
comportement+d%27entreprise-fr = preferredTerm-admn-sts
contr%C3%B4le+aux+fronti%C3%A8res-fr = preferredTerm-admn-sts
contr%C3%B4le+d%27investigation-fr = preferredTerm-admn-sts
d%C3%A9clarer+la+proc%C3%A9dure+orale+close-fr = supersededTerm-admn-sts
d%C3%A9p%C3%A9nalisation-fr = preferredTerm-admn-sts
d%C3%A9saisonnalisation-fr = preferredTerm-admn-sts
direction+g%C3%A9n%C3%A9rale+du+d%C3%A9veloppement-fr = supersededTerm-admn-sts
durabilit%C3%A9+des+aliments-fr = deprecatedTerm-admn-sts
enc%C3%A9phalite+%C3%A9quine+de+l%27Est-fr = preferredTerm-admn-sts
gla%C3%A7urage-fr = preferredTerm-admn-sts
libert%C3%A9+de+la+presse-fr = preferredTerm-admn-sts
maladie+vectorielle-fr = preferredTerm-admn-sts
marque+d%27affranchissement+digitale-fr = deprecatedTerm-admn-sts
obligation+scolaire-fr = preferredTerm-admn-sts
pale+fendue-fr = deprecatedTerm-admn-sts
programme+de+l%27Union+europ%C3%A9enne+pour+le+changement+social+et+l%27innovation+sociale-fr = supersededTerm-admn-sts
r%C3%A8glement+de+proc%C3%A9dure+du+Tribunal+de+premi%C3%A8re+instance-fr = supersededTerm-admn-sts
r%C3%A9solveur+de+noms+de+domaine-fr = deprecatedTerm-admn-sts
r%C3%A9vocation+du+statut+de+r%C3%A9fugi%C3%A9-fr = preferredTerm-admn-sts
secr%C3%A9taire+g%C3%A9n%C3%A9ral+de+la+d%C3%A9fense+nationale-fr = supersededTerm-admn-sts
sommet+mondial+2005-fr = preferredTerm-admn-sts
syst%C3%A8me+communautaire+de+gestion+et+d%27audit+environnementaux-fr = supersededTerm-admn-sts
totalement+sans+chlore-fr = deprecatedTerm-admn-sts
travailleurs+int%C3%A9rimaires-fr = preferredTerm-admn-sts
universalit%C3%A9+de+la+faillite-fr = supersededTerm-admn-sts
usage+%C3%A0+haut+rique-fr = deprecatedTerm-admn-sts
zone+d%27attente-fr = preferredTerm-admn-sts
Association+des+Fran%C3%A7ais+fonctionnaires+des+Communaut%C3%A9s+europ%C3%A9ennes-fr = supersededTerm-admn-sts
Bureau+des+Nations+Unies+pour+la+coordination+de+l%27assistance+humanitaire+%C3%A0+l%27Afghanistan-fr = supersededTerm-admn-sts
Charte+de+l%E2%80%99ASEAN-fr = preferredTerm-admn-sts
Comit%C3%A9+pour+la+mise+en+oeuvre+de+la+directive+%C3%A9tablissant+des+normes+de+qualit%C3%A9+et+de+s%C3%A9curit%C3%A9+pour+la+collecte%2C+le+contr%C3%B4le%2C+la+transformation%2C+la+conservation+et+la+distribution+du+sang+humain+et+des+composants+sanguins-fr = supersededTerm-admn-sts
Communaut%C3%A9+sud-am%C3%A9ricaine+des+nations-fr = supersededTerm-admn-sts
Conseil+commun+de+coordination+et+de+suivi-fr = preferredTerm-admn-sts
Fab+Lab-fr = deprecatedTerm-admn-sts
Groupe+%22Questions+agrofinanci%C3%A8res%22+%28Questions+agromon%C3%A9taires%29-fr = supersededTerm-admn-sts
QUEa-fr = supersededTerm-admn-sts
R%C3%B6ntgen+par+heure+%C3%A0+un+m%C3%A8tre-fr = deprecatedTerm-admn-sts
Repr%C3%A9sentant+personnel+pour+la+non-prolif%C3%A9ration+des+armes+de+destruction+massive-fr = supersededTerm-admn-sts
Service+pour+la+pr%C3%A9vention+en+mati%C3%A8re+de+sant%C3%A9+et+de+s%C3%A9curit%C3%A9+des+personnes+sur+le+lieu+de+travail-fr = supersededTerm-admn-sts
Unit%C3%A9+sociale-fr = supersededTerm-admn-sts
affectation+sensible+du+commerce-fr = preferredTerm-admn-sts
alli%C3%A9-fr = preferredTerm-admn-sts
appui+budg%C3%A9taire-fr = preferredTerm-admn-sts
banque+poubelle-fr = admittedTerm-admn-sts
certificat+de+s%C3%A9curit%C3%A9+pour+navire+%C3%A0+passagers-fr = supersededTerm-admn-sts
comit%C3%A9+financier+et+administratif-fr = supersededTerm-admn-sts
commissaire+charg%C3%A9+de+la+recherche%2C+de+l%27innovation+et+de+la+science-fr = supersededTerm-admn-sts
consommation+exp%C3%A9rimentale-fr = deprecatedTerm-admn-sts
droit+d%27%C3%A9vocation-fr = deprecatedTerm-admn-sts
droit+de+se+taire-fr = preferredTerm-admn-sts
entreprise+exer%C3%A7ant+des+activit%C3%A9s+de+logistique+de+valeurs-fr = preferredTerm-admn-sts
entreprise+publique+d%27%C3%A9lectricit%C3%A9-fr = deprecatedTerm-admn-sts
feuille+de+r%C3%A9gie-fr = deprecatedTerm-admn-sts
filtre+%C3%A0+manches-fr = preferredTerm-admn-sts
fraude+portant+atteinte+aux+int%C3%A9r%C3%AAts+financiers+de+la+Communaut%C3%A9-fr = supersededTerm-admn-sts
indisponibilit%C3%A9+fortuite-fr = preferredTerm-admn-sts
mesure+compensatoire-fr = preferredTerm-admn-sts
p%C3%A9riode+de+probation-fr = deprecatedTerm-admn-sts
permis+de+travail-fr = admittedTerm-admn-sts
plante+halophile-fr = deprecatedTerm-admn-sts
produit+soumis+%C3%A0+accise-fr = preferredTerm-admn-sts
prospectus+d%27admission+%C3%A0+la+cote-fr = supersededTerm-admn-sts
radiocommunications+europ%C3%A9ennes+%C3%A0+ressources+partag%C3%A9es-fr = supersededTerm-admn-sts
rapport+de+criblage-fr = admittedTerm-admn-sts
s%C3%A9jour+ill%C3%A9gal-fr = admittedTerm-admn-sts
soci%C3%A9t%C3%A9+de+participation+financi%C3%A8re-fr = supersededTerm-admn-sts
visa+de+court+s%C3%A9jour-fr = preferredTerm-admn-sts
zone+indemne-fr = supersededTerm-admn-sts
%C3%89tat+responsable+de+l%27examen+de+la+demande+d%27asile-fr = preferredTerm-admn-sts
%C3%A9lection+au+suffrage+direct-fr = preferredTerm-admn-sts
%C3%A9valuation+%C3%A0+la+moindre+valeur-fr = preferredTerm-admn-sts
Bureau+de+l%27ONU+pour+la+consolidation+de+la+paix+en+Centrafrique-fr = supersededTerm-admn-sts
Comit%C3%A9+intergouvernemental+pour+les+migrations+europ%C3%A9ennes-fr = supersededTerm-admn-sts
DG+Justice%2C+libert%C3%A9+et+s%C3%A9curit%C3%A9-fr = supersededTerm-admn-sts
SOC-fr = supersededTerm-admn-sts
Union+des+Groupements+de+Pr%C3%A9voyance+des+Fonctionnaires+Europ%C3%A9ens-fr = supersededTerm-admn-sts
action+positive-fr = preferredTerm-admn-sts
boisement-fr = preferredTerm-admn-sts
commissaire+charg%C3%A9+de+la+programmation+financi%C3%A8re+et+du+budget-fr = supersededTerm-admn-sts
commissaire+charg%C3%A9+des+transports-fr = supersededTerm-admn-sts
droit+%C3%A0+l%27effacement-fr = preferredTerm-admn-sts
droit+international+humanitaire-fr = preferredTerm-admn-sts
enregistrement%2C+%C3%A9valuation+et+autorisation+des+substances+chimiques%2C+ainsi+que+les+restrictions+applicables+%C3%A0+ces+substances-fr = preferredTerm-admn-sts
filiation+naturelle-fr = supersededTerm-admn-sts
immigr%C3%A9+ill%C3%A9gal-fr = deprecatedTerm-admn-sts
infraction+p%C3%A9nale-fr = preferredTerm-admn-sts
instrument+de+pesage+non+automatique-fr = supersededTerm-admn-sts
jeune+ayant+quitt%C3%A9+l%27%C3%A9cole+pr%C3%A9matur%C3%A9ment-fr = supersededTerm-admn-sts
limon-fr = preferredTerm-admn-sts
prix+de+r%C3%A9f%C3%A9rence-fr = supersededTerm-admn-sts
proc%C3%A9dure+de+comit%C3%A9-fr = preferredTerm-admn-sts
r%C3%A9serve+d%27intervention+rapide-fr = supersededTerm-admn-sts
r%C3%A9tention-fr = preferredTerm-admn-sts
start-up-fr = admittedTerm-admn-sts
technologie+linguistique-fr = deprecatedTerm-admn-sts
violence+commise+au+nom+de+l%E2%80%99honneur-fr = admittedTerm-admn-sts
