%28production+de%29+gaz+%C3%A0+partir+d%27%C3%A9lectricit%C3%A9-fr = preferredTerm-admn-sts
comit%C3%A9+consultatif+paritaire+UE-Chili-fr = preferredTerm-admn-sts
commissaire+charg%C3%A9+du+march%C3%A9+int%C3%A9rieur+et+des+services-fr = supersededTerm-admn-sts
conjointement+et+solidairement+responsable-fr = deprecatedTerm-admn-sts
cr%C3%A9dit+de+compensation+de+carbone-fr = preferredTerm-admn-sts
d%C3%A9presseur-fr = preferredTerm-admn-sts
dosage+macro%C3%A9conomique-fr = preferredTerm-admn-sts
enseignement+obligatoire-fr = admittedTerm-admn-sts
maladie+coeliaque-fr = preferredTerm-admn-sts
option+%C3%A0+double+barri%C3%A8re+d%C3%A9sactivante-fr = preferredTerm-admn-sts
pasteurellose-fr = admittedTerm-admn-sts
personne+atteinte+de+c%C3%A9cit%C3%A9-fr = deprecatedTerm-admn-sts
plan+de+reprise+d%27activit%C3%A9-fr = preferredTerm-admn-sts
politiquement+correct-fr = preferredTerm-admn-sts
principe+de+libert%C3%A9+contractuelle-fr = preferredTerm-admn-sts
programme+d%27action+en+ce+qui+concerne+les+travailleurs+handicap%C3%A9s+en+%C3%A9conomie+libre-fr = supersededTerm-admn-sts
programme+pour+la+comp%C3%A9titivit%C3%A9+des+entreprises+et+des+petites+et+moyennes+entreprises-fr = deprecatedTerm-admn-sts
r%C3%A9seau+europ%C3%A9en+de+groupes+de+r%C3%A9flexion+ind%C3%A9pendants+sur+la+non-prolif%C3%A9ration-fr = supersededTerm-admn-sts
r%C3%A9seau+s%C3%A9mantique-fr = preferredTerm-admn-sts
ressortissant+de+l%27Union+europ%C3%A9enne-fr = admittedTerm-admn-sts
s%C3%A9jour+r%C3%A9gulier-fr = preferredTerm-admn-sts
somatotrophine+bovine-fr = preferredTerm-admn-sts
strat%C3%A9gie+pour+la+bio%C3%A9conomie-fr = preferredTerm-admn-sts
surveillance+bancaire-fr = preferredTerm-admn-sts
surveillance+mondiale+de+l%27environnement+et+de+la+s%C3%A9curit%C3%A9-fr = supersededTerm-admn-sts
syst%C3%A8me+des+ressources+propres+de+la+Communaut%C3%A9-fr = supersededTerm-admn-sts
variole+caprine-fr = preferredTerm-admn-sts
violence+d%E2%80%99honneur-fr = admittedTerm-admn-sts
visa+de+long+s%C3%A9jour+temporaire-fr = preferredTerm-admn-sts
AON-fr = supersededTerm-admn-sts
AZADHO-fr = supersededTerm-admn-sts
CDS-fr = supersededTerm-admn-sts
Comit%C3%A9+directeur+europ%C3%A9en+pour+la+coop%C3%A9ration+intergouvernementale+dans+le+domaine+de+la+jeunesse-fr = supersededTerm-admn-sts
Conseil+d%27%C3%89tat+pour+la+restauration+de+la+loi+et+de+l%27ordre-fr = admittedTerm-admn-sts
DG+Recherche-fr = supersededTerm-admn-sts
Direction+4+-+Finances-fr = supersededTerm-admn-sts
Direction+g%C3%A9n%C3%A9rale+de+l%27emploi+et+des+affaires+sociales-fr = supersededTerm-admn-sts
FAS-fr = supersededTerm-admn-sts
Fondation+europ%C3%A9enne+pour+le+management+par+la+qualit%C3%A9-fr = preferredTerm-admn-sts
Instrument+financier+d%27orientation+de+la+p%C3%AAche-fr = supersededTerm-admn-sts
LRT-fr = supersededTerm-admn-sts
MCI-fr = supersededTerm-admn-sts
Pont-Euxin-fr = supersededTerm-admn-sts
REALPES-fr = supersededTerm-admn-sts
SAI-fr = supersededTerm-admn-sts
SRWL-fr = supersededTerm-admn-sts
Saint-Georges-fr = preferredTerm-admn-sts
Tribunal+mixte+pour+le+Soudan+du+Sud-fr = preferredTerm-admn-sts
affectio+maritalis-fr = supersededTerm-admn-sts
apprentissage+non+supervis%C3%A9-fr = preferredTerm-admn-sts
biom%C3%A9trie+multimodale-fr = preferredTerm-admn-sts
centre+de+crise-fr = deprecatedTerm-admn-sts
certificat+pour+la+navigation+int%C3%A9rieure-fr = supersededTerm-admn-sts
commission+de+la+culture%2C+de+l%27%C3%A9ducation+et+de+la+recherche-fr = supersededTerm-admn-sts
libre+choix+de+la+profession-fr = preferredTerm-admn-sts
marchandises+non+communautaires-fr = supersededTerm-admn-sts
nuage+europ%C3%A9en+pour+la+science+ouverte-fr = preferredTerm-admn-sts
ornithose-fr = supersededTerm-admn-sts
p%C3%A9trole+de+r%C3%A9servoir+compact-fr = preferredTerm-admn-sts
personne+ayant+un+faible+niveau+de+comp%C3%A9tences-fr = preferredTerm-admn-sts
perte+fiscale-fr = preferredTerm-admn-sts
processus+de+Barcelone-fr = deprecatedTerm-admn-sts
rapport+parall%C3%A8le-fr = preferredTerm-admn-sts
rapporteur+sp%C3%A9cial+sur+les+ex%C3%A9cutions+sommaires+ou+arbitraires-fr = supersededTerm-admn-sts
rejet+de+la+demande+d%27asile-fr = preferredTerm-admn-sts
retrait+du+statut+de+r%C3%A9fugi%C3%A9-fr = admittedTerm-admn-sts
steppes+pannoniques-fr = preferredTerm-admn-sts
titre+adoss%C3%A9+%C3%A0+des+actifs-fr = preferredTerm-admn-sts
travail+des+%C3%A9trangers-fr = admittedTerm-admn-sts
trifluorom%C3%A9thane-fr = preferredTerm-admn-sts
vitesse+en+bout+de+pale-fr = preferredTerm-admn-sts
Centre+d%27analyse+du+renseignement+de+l%27UE-fr = supersededTerm-admn-sts
Conseil+d%27administration+du+Centre+europ%C3%A9en+pour+le+d%C3%A9veloppement+de+la+formation+professionnelle-fr = supersededTerm-admn-sts
DG+Emploi%2C+affaires+sociales+et+%C3%A9galit%C3%A9+des+chances-fr = supersededTerm-admn-sts
ECR-fr = preferredTerm-admn-sts
FEOGA%2C+section%22orientation%22-fr = supersededTerm-admn-sts
Observatoire+europ%C3%A9en+institutionnel+l%C3%A9gislatif-fr = supersededTerm-admn-sts
PATLD-fr = preferredTerm-admn-sts
Pacte+pour+le+march%C3%A9+unique-fr = deprecatedTerm-admn-sts
Protocole+sur+l%27article+17+du+trait%C3%A9+sur+l%27Union+europ%C3%A9enne-fr = supersededTerm-admn-sts
R%C3%A9seau+t%C3%A9lex+des+correspondants+europ%C3%A9ens-fr = supersededTerm-admn-sts
apurement+des+comptes-fr = deprecatedTerm-admn-sts
commissaire+charg%C3%A9+des+relations+interinstitutionnelles+et+de+l%27administration-fr = supersededTerm-admn-sts
communaut%C3%A9+virtuelle-fr = preferredTerm-admn-sts
concentration+massique-fr = preferredTerm-admn-sts
consentement+inform%C3%A9+pr%C3%A9alable-fr = deprecatedTerm-admn-sts
cycle+alimentaire-fr = supersededTerm-admn-sts
d%C3%A9cision+relative+au+syst%C3%A8me+des+ressources+propres+des+Communaut%C3%A9s+europ%C3%A9ennes-fr = supersededTerm-admn-sts
direction+g%C3%A9n%C3%A9rale+du+d%C3%A9veloppement+et+de+la+coop%C3%A9ration+EuropeAid-fr = supersededTerm-admn-sts
drogue+%C3%A9tablie-fr = deprecatedTerm-admn-sts
embrayage+du+ventilateur-fr = preferredTerm-admn-sts
filoutage-fr = preferredTerm-admn-sts
format+superpos%C3%A9-fr = admittedTerm-admn-sts
g%C3%A9othermie+superficielle-fr = admittedTerm-admn-sts
galvanisation-fr = preferredTerm-admn-sts
infection+par+le+virus+de+la+t%C3%AAte+jaune-fr = preferredTerm-admn-sts
limon+argileux-fr = preferredTerm-admn-sts
m%C3%A9thode+intergouvernementale-fr = preferredTerm-admn-sts
malentendant-fr = admittedTerm-admn-sts
maturit%C3%A9+moyenne+pond%C3%A9r%C3%A9e-fr = preferredTerm-admn-sts
pi%C3%A8ce+jointe-fr = preferredTerm-admn-sts
plante+receveuse-fr = preferredTerm-admn-sts
pleuropneumonie+contagieuse+caprine-fr = preferredTerm-admn-sts
r%C3%A9serve+contracyclique-fr = preferredTerm-admn-sts
remanufacturage-fr = preferredTerm-admn-sts
secr%C3%A9taire+g%C3%A9n%C3%A9ral+adjoint+du+Conseil-fr = preferredTerm-admn-sts
syst%C3%A8me+d%27informations+d%27Europol-fr = supersededTerm-admn-sts
trafic+de+v%C3%A9hicules+vol%C3%A9s-fr = preferredTerm-admn-sts
%C3%A9preuve+de+neutralisation+virale-fr = preferredTerm-admn-sts
Airports+Association+Council+International-fr = supersededTerm-admn-sts
Bureau+central+de+mesures+nucl%C3%A9aires-fr = supersededTerm-admn-sts
Burkinab%C3%A8-fr = preferredTerm-admn-sts
Caisse+du+Fonds+pour+l%27environnement+mondial-fr = supersededTerm-admn-sts
Convention+sur+l%27%C3%A2ge+minimum+%28travaux+souterrains%29%2C+1965-fr = supersededTerm-admn-sts
Convention+sur+les+salaires%2C+la+dur%C3%A9e+du+travail+%C3%A0+bord+et+les+effectifs+%28r%C3%A9vis%C3%A9e%29%2C+1958-fr = supersededTerm-admn-sts
DG+Affaires+int%C3%A9rieures-fr = supersededTerm-admn-sts
Direction+2A+-+Protocole+%2F+conf%C3%A9rences-fr = supersededTerm-admn-sts
Groupe+de+travail+%22int%C3%A9gration+de+la+Charte+%2F+adh%C3%A9sion+%C3%A0+la+Convention+europ%C3%A9enne+des+droits+de+l%27homme+%28CEDH%29%22-fr = supersededTerm-admn-sts
Organisation+internationale+des+t%C3%A9l%C3%A9communications+par+satellites-fr = deprecatedTerm-admn-sts
Repr%C3%A9sentant+personnel+du+Secr%C3%A9taire+g%C3%A9n%C3%A9ral%2FHaut+Repr%C3%A9sentant+pour+la+Politique+%C3%A9trang%C3%A8re+et+de+s%C3%A9curit%C3%A9+commune+-+Non-prolif%C3%A9ration+des+armes+de+destruction+massive-fr = supersededTerm-admn-sts
Strat%C3%A9gie+de+l%27UE+en+faveur+de+la+biodiversit%C3%A9-fr = preferredTerm-admn-sts
commission+nationale+des+droits+de+l%27homme-fr = preferredTerm-admn-sts
cycle+d%27alimentation-fr = supersededTerm-admn-sts
essai+de+type+Basket-fr = admittedTerm-admn-sts
facilit%C3%A9+d%27ajustement+structurel+renforc%C3%A9e-fr = supersededTerm-admn-sts
habilet%C3%A9+num%C3%A9rique-fr = preferredTerm-admn-sts
int%C3%A9grit%C3%A9+%C3%A9motionnelle-fr = admittedTerm-admn-sts
limon+sableux-fr = preferredTerm-admn-sts
organisation+criminelle-fr = preferredTerm-admn-sts
organisme+europ%C3%A9en+de+normalisation-fr = supersededTerm-admn-sts
personne+ayant+des+difficult%C3%A9s+d%27apprentissage-fr = preferredTerm-admn-sts
personnes+lesbiennes%2C+gays%2C+bisexuelles%2C+transgenres+et+intersexu%C3%A9es-fr = preferredTerm-admn-sts
plante+envahissante-fr = admittedTerm-admn-sts
poison+de+piste-fr = supersededTerm-admn-sts
pr%C3%A9sentation+des+comptes-fr = deprecatedTerm-admn-sts
programme+Bridge-fr = preferredTerm-admn-sts
s%C3%A9paration+des+eaux+us%C3%A9es-fr = preferredTerm-admn-sts
serveur+mandataire-fr = preferredTerm-admn-sts
soci%C3%A9t%C3%A9+de+gestion+de+tr%C3%A9sorerie-fr = deprecatedTerm-admn-sts
stockage+de+l%27%C3%A9nergie-fr = preferredTerm-admn-sts
strat%C3%A9gie+pour+des+comp%C3%A9tences+nouvelles+en+Europe-fr = deprecatedTerm-admn-sts
ununquadium-fr = supersededTerm-admn-sts
visa+de+long+s%C3%A9jour+mention+%22%C3%A9tudiant%22-fr = admittedTerm-admn-sts
Association+fran%C3%A7aise+des+investisseurs+en+capital-fr = supersededTerm-admn-sts
Association+za%C3%AFroise+de+d%C3%A9fense+des+droits+de+l%27homme-fr = supersededTerm-admn-sts
CMPDM-fr = admittedTerm-admn-sts
Centre+europ%C3%A9en+des+entreprises+%C3%A0+participation+publique+et+des+entreprises+d%27int%C3%A9r%C3%AAt+%C3%A9conomique+g%C3%A9n%C3%A9ral-fr = supersededTerm-admn-sts
Centre+technique+interprofessionnel+des+ol%C3%A9agineux+m%C3%A9tropolitains-fr = supersededTerm-admn-sts
DG+Contr%C3%B4le+financier-fr = supersededTerm-admn-sts
Direction+g%C3%A9n%C3%A9rale+de+l%27agriculture-fr = supersededTerm-admn-sts
EDAS-fr = preferredTerm-admn-sts
EUNAVFOR+MED-fr = supersededTerm-admn-sts
EuropeAid-fr = supersededTerm-admn-sts
Groupe+%22Vins+et+alcools%22+%28Vinaigre%29-fr = supersededTerm-admn-sts
Groupe+directeur+III-fr = supersededTerm-admn-sts
Groupement+des+organismes+reconnus+par+le+minist%C3%A8re+pour+le+contr%C3%B4le+technique+des+automobiles-fr = supersededTerm-admn-sts
Initiative+communautaire+concernant+le+d%C3%A9veloppement+rural-fr = supersededTerm-admn-sts
STSI-fr = supersededTerm-admn-sts
Soci%C3%A9t%C3%A9+mutuelle+des+administrations+publiques+pour+l%27assurance+contre+l%27incendie%2C+la+foudre+et+les+explosions-fr = supersededTerm-admn-sts
TEN-T+EA-fr = supersededTerm-admn-sts
Union+europ%C3%A9enne+de+d%C3%A9fense-fr = deprecatedTerm-admn-sts
Union+mondiale+pour+la+nature-fr = supersededTerm-admn-sts
action+Marie+Curie-fr = supersededTerm-admn-sts
activit%C3%A9+professionnelle+des+%C3%A9trangers-fr = preferredTerm-admn-sts
audit+de+la+performance-fr = preferredTerm-admn-sts
blanchiment+d%E2%80%99argent+bas%C3%A9+sur+le+commerce-fr = preferredTerm-admn-sts
cellule+a%C3%A9roportuaire+anti-trafic-fr = preferredTerm-admn-sts
centre+de+paiement-fr = preferredTerm-admn-sts
concession-fr = preferredTerm-admn-sts
cr%C3%A9dits+de+fonctionnement-fr = deprecatedTerm-admn-sts
droit+au+s%C3%A9jour-fr = admittedTerm-admn-sts
entretien+de+motivation-fr = deprecatedTerm-admn-sts
groupe+de+travail+%22article+29%22-fr = preferredTerm-admn-sts
herbe+de+cannabis-fr = preferredTerm-admn-sts
infection+par+le+virus+de+la+maladie+h%C3%A9morragique+%C3%A9pizootique-fr = preferredTerm-admn-sts
infection+par+le+virus+de+la+peste+des+petits+ruminants-fr = preferredTerm-admn-sts
infection+par+les+virus+de+l%E2%80%99influenza+aviaire+faiblement+pathog%C3%A8ne-fr = preferredTerm-admn-sts
intercepteur+d%27IMSI-fr = preferredTerm-admn-sts
interdiction+de+p%C3%A9n%C3%A9trer+sur+le+territoire+de+l%27Union+europ%C3%A9enne-fr = preferredTerm-admn-sts
num%C3%A9risme-fr = preferredTerm-admn-sts
objectif+cl%C3%A9-fr = deprecatedTerm-admn-sts
objectif+principal-fr = deprecatedTerm-admn-sts
op%C3%A9ration+d%27open+market-fr = preferredTerm-admn-sts
ouverture+des+offres-fr = preferredTerm-admn-sts
personnes+LGBT-fr = preferredTerm-admn-sts
plan+d%27action+en+faveur+du+march%C3%A9+unique-fr = preferredTerm-admn-sts
plan+national+d%27allocation+de+quotas+d%27%C3%A9mission+de+gaz+%C3%A0+effet+de+serre-fr = preferredTerm-admn-sts
poule+pondeuse+biologique-fr = preferredTerm-admn-sts
programme+Jean+Monnet-fr = preferredTerm-admn-sts
tribunal+municipal-fr = supersededTerm-admn-sts
ARFOG-fr = supersededTerm-admn-sts
Acte+relatif+aux+conditions+d%27adh%C3%A9sion+du+Royaume+de+Norv%C3%A8ge%2C+de+la+R%C3%A9publique+d%27Autriche%2C+de+la+R%C3%A9publique+de+Finlande+et+du+Royaume+de+Su%C3%A8de+et+aux+adaptations+des+trait%C3%A9s+sur+lesquels+est+fond%C3%A9e+l%27Union+europ%C3%A9enne-fr = supersededTerm-admn-sts
Association+internationale+des+Anciens+des+Communaut%C3%A9s+Europ%C3%A9ennes-fr = supersededTerm-admn-sts
Comit%C3%A9+d%27Oxford+contre+la+Faim-fr = supersededTerm-admn-sts
Comit%C3%A9+de+la+recherche+scientifique+et+technique-fr = supersededTerm-admn-sts
Conseil+international+des+exploitants+d%27a%C3%A9roports-fr = supersededTerm-admn-sts
Convention+des+cong%C3%A9s+pay%C3%A9s+des+marins%2C+de+1946+%28C72%29-fr = supersededTerm-admn-sts
DAH-fr = supersededTerm-admn-sts
EMEA-fr = supersededTerm-admn-sts
F%C3%A9d%C3%A9ration+internationale+des+syndicats+chr%C3%A9tiens+de+la+m%C3%A9tallurgie-fr = supersededTerm-admn-sts
Guide+des+proc%C3%A9dures+et+crit%C3%A8res+%C3%A0+appliquer+pour+d%C3%A9terminer+le+statut+de+r%C3%A9fugi%C3%A9-fr = deprecatedTerm-admn-sts
R%C3%A9seau+international+de+documentation+sur+les+droits+humains-fr = supersededTerm-admn-sts
UE+RSS+GUIN%C3%89E-BISSAU-fr = supersededTerm-admn-sts
UKIAS-fr = supersededTerm-admn-sts
autosaisine-fr = supersededTerm-admn-sts
caract%C3%A9ristique-fr = admittedTerm-admn-sts
commissaire+%C3%A0+la+sant%C3%A9-fr = supersededTerm-admn-sts
comp%C3%A9tence+extraterritoriale-fr = preferredTerm-admn-sts
conservation+dans+l%27exploitation-fr = preferredTerm-admn-sts
contr%C3%B4le+interne+des+finances+publiques-fr = preferredTerm-admn-sts
d%C3%A9marchage+%C3%A0+domicile-fr = preferredTerm-admn-sts
direction+g%C3%A9n%C3%A9rale+de+la+justice%2C+de+la+libert%C3%A9+et+de+la+s%C3%A9curit%C3%A9-fr = supersededTerm-admn-sts
direction+g%C3%A9n%C3%A9rale+du+personnel+et+de+l%E2%80%99administration-fr = supersededTerm-admn-sts
dispositif+de+l%27UE+pour+la+coordination+dans+les+situations+d%27urgence+et+de+crise-fr = supersededTerm-admn-sts
dispositif+de+soutien-fr = deprecatedTerm-admn-sts
fi%C3%A8vre+du+perroquet-fr = supersededTerm-admn-sts
groupe+de+contact+%C2%ABVoisins+europ%C3%A9ens+de+l%27Est%C2%BB-fr = supersededTerm-admn-sts
indice+d%27%C3%A9quivalent+carbone-fr = deprecatedTerm-admn-sts
infestation+%C3%A0+Tropilaelaps+spp.-fr = preferredTerm-admn-sts
insufflation+nasale-fr = deprecatedTerm-admn-sts
int%C3%A9grit%C3%A9+psychique-fr = preferredTerm-admn-sts
journal+des+transactions+communautaire+ind%C3%A9pendant-fr = supersededTerm-admn-sts
libert%C3%A9+de+presse-fr = admittedTerm-admn-sts
liti%C3%A8re+%C3%A0+%C3%A9coulement+continu-fr = preferredTerm-admn-sts
migrant+en+situation+irr%C3%A9guli%C3%A8re-fr = preferredTerm-admn-sts
niveau+phr%C3%A9atique-fr = admittedTerm-admn-sts
parc+%C3%A9olien+en+mer-fr = preferredTerm-admn-sts
pays+en+voie+de+d%C3%A9veloppement-fr = supersededTerm-admn-sts
plan+de+croissance+sobre+en+carbone-fr = preferredTerm-admn-sts
principe+d%27%C3%A9galit%C3%A9+d%C3%A9mocratique-fr = deprecatedTerm-admn-sts
prolongation+du+s%C3%A9jour-fr = preferredTerm-admn-sts
pyl%C3%B4ne+en+treillis-fr = preferredTerm-admn-sts
r%C3%A8glement+du+Parlement-fr = supersededTerm-admn-sts
rapatriement+librement+consenti-fr = preferredTerm-admn-sts
spina+bifida+occulta-fr = preferredTerm-admn-sts
titre-fr = preferredTerm-admn-sts
trait%C3%A9+CE-fr = supersededTerm-admn-sts
trait%C3%A9+instituant+la+Communaut%C3%A9+%C3%A9conomique+europ%C3%A9enne-fr = supersededTerm-admn-sts
%C3%A9quipe+de+conseil+et+d%27assistance+de+l%27UE+en+mati%C3%A8re+de+r%C3%A9forme+du+secteur+de+la+s%C3%A9curit%C3%A9-fr = supersededTerm-admn-sts
%C3%A9quipe+de+pr%C3%A9paration+de+la+MCI%2FRSUE-fr = supersededTerm-admn-sts
Acte+portant+%C3%A9lection+des+repr%C3%A9sentants+%C3%A0+l%27Assembl%C3%A9e+au+suffrage+universel+direct-fr = supersededTerm-admn-sts
Agence+europ%C3%A9enne+charg%C3%A9e+de+la+s%C3%A9curit%C3%A9+des+r%C3%A9seaux+et+de+l%27information-fr = supersededTerm-admn-sts
Agence+europ%C3%A9enne+pour+le+d%C3%A9veloppement+de+l%27%C3%A9ducation+pour+les+%C3%A9l%C3%A8ves+ayant+des+besoins+particuliers-fr = supersededTerm-admn-sts
CCR+de+p%C3%AAche+lointaine-fr = supersededTerm-admn-sts
CPMP-fr = supersededTerm-admn-sts
Cetiom-fr = supersededTerm-admn-sts
Conseil+%22Recherche%22-fr = supersededTerm-admn-sts
DG+D%C3%A9veloppement+et+coop%C3%A9ration+EuropeAid-fr = supersededTerm-admn-sts
Direction+g%C3%A9n%C3%A9rale+C+-+Affaires+%C3%A9trang%C3%A8res%2C+%C3%A9largissement+et+protection+civile-fr = supersededTerm-admn-sts
Facilit%C3%A9+d%27ajustement+structurel+%28FAS%29+du+FMI-fr = supersededTerm-admn-sts
Groupe+%22Droit+des+soci%C3%A9t%C3%A9s%22+%28Comptabilit%C3%A9+-+Contr%C3%B4le+l%C3%A9gal+des+documents+comptables%29-fr = supersededTerm-admn-sts
Journ%C3%A9e+internationale+pour+les+personnes+%C3%A2g%C3%A9es-fr = supersededTerm-admn-sts
R.R.C.-fr = supersededTerm-admn-sts
Repr%C3%A9sentant+sp%C3%A9cial+du+Secr%C3%A9taire+g%C3%A9n%C3%A9ral+charg%C3%A9+de+la+question+de+la+violence+%C3%A0+l%E2%80%99encontre+des+enfants-fr = preferredTerm-admn-sts
Rhm-fr = deprecatedTerm-admn-sts
SOS-fr = supersededTerm-admn-sts
SOSII-fr = preferredTerm-admn-sts
TasP-fr = admittedTerm-admn-sts
bureau+d%27information+du+Parlement+europ%C3%A9en-fr = supersededTerm-admn-sts
capture+accessoire-fr = preferredTerm-admn-sts
charni%C3%A8re-fr = deprecatedTerm-admn-sts
chiffrement-fr = admittedTerm-admn-sts
citoyen+de+l%27Union+europ%C3%A9enne-fr = preferredTerm-admn-sts
comit%C3%A9+de+r%C3%A9glementation+sur+l%E2%80%99%C3%A9coconception-fr = supersededTerm-admn-sts
commissaire+charg%C3%A9+de+la+politique+des+consommateurs-fr = supersededTerm-admn-sts
domestique-fr = supersededTerm-admn-sts
donn%C3%A9es+%C3%A0+caract%C3%A8re+personnel-fr = preferredTerm-admn-sts
g%C3%A9o-discrimination-fr = admittedTerm-admn-sts
m%C3%A2t+an%C3%A9mom%C3%A9trique-fr = preferredTerm-admn-sts
marge+de+man%C5%93uvre+budg%C3%A9taire-fr = preferredTerm-admn-sts
migrant+ill%C3%A9gal-fr = deprecatedTerm-admn-sts
n%C3%A9gociation+algorithmique-fr = admittedTerm-admn-sts
navire+auto-%C3%A9l%C3%A9vateur-fr = preferredTerm-admn-sts
page+des+donn%C3%A9es+biographiques-fr = preferredTerm-admn-sts
paiement+sans+contact-fr = preferredTerm-admn-sts
politique+europ%C3%A9enne+de+s%C3%A9curit%C3%A9+et+de+d%C3%A9fense-fr = supersededTerm-admn-sts
premier+pays+d%27asile-fr = preferredTerm-admn-sts
pro-UE-fr = admittedTerm-admn-sts
r%C3%A8glement+judiciaire-fr = supersededTerm-admn-sts
r%C3%A8glement-fr = supersededTerm-admn-sts
r%C3%A9ception+CE+de+type-fr = supersededTerm-admn-sts
sable+grossier-fr = preferredTerm-admn-sts
taux+de+d%C3%A9crochage+scolaire-fr = preferredTerm-admn-sts
vesce+articul%C3%A9e-fr = preferredTerm-admn-sts
visite+de+v%C3%A9rification-fr = preferredTerm-admn-sts
ALDE-fr = preferredTerm-admn-sts
Autorit%C3%A9+de+surveillance+du+GNSS+europ%C3%A9en-fr = supersededTerm-admn-sts
CEC-fr = supersededTerm-admn-sts
Commission+pour+les+droits+de+l%27homme+et+l%27%C3%A9galit%C3%A9+des+chances-fr = supersededTerm-admn-sts
Conf%C3%A9rence+du+Comit%C3%A9+du+d%C3%A9sarmement-fr = supersededTerm-admn-sts
Conseil+%22Agriculture%22-fr = supersededTerm-admn-sts
Intergroupe+du+chemin+de+St+Jacques-fr = supersededTerm-admn-sts
Manuels+des+normes+de+l%27OIE+pour+les+tests+de+diagnostic+et+les+vaccins-fr = supersededTerm-admn-sts
Prix+de+l%E2%80%99Union+europ%C3%A9enne+pour+les+femmes+innovatrices-fr = preferredTerm-admn-sts
Projet+international+pour+l%27enseignement+technique+et+professionnel-fr = supersededTerm-admn-sts
Task+Force+consultative+UE-Bosnie-Herz%C3%A9govine-fr = supersededTerm-admn-sts
ascendant+direct-fr = admittedTerm-admn-sts
carte+nationale+d%27identit%C3%A9-fr = admittedTerm-admn-sts
cat%C3%A9gorie+%C2%ABTransport%C2%BB-fr = deprecatedTerm-admn-sts
consommation+communautaire-fr = supersededTerm-admn-sts
exploration+de+textes+et+de+donn%C3%A9es-fr = preferredTerm-admn-sts
fardeau+administratif-fr = admittedTerm-admn-sts
inhabilet%C3%A9+num%C3%A9rique-fr = preferredTerm-admn-sts
lettre+de+transport+a%C3%A9rien+m%C3%A8re-fr = preferredTerm-admn-sts
m%C3%A9diateur+de+la+R%C3%A9publique-fr = supersededTerm-admn-sts
mission+de+l%27Union+europ%C3%A9enne+visant+au+renforcement+des+capacit%C3%A9s+maritimes+r%C3%A9gionales+dans+la+Corne+de+l%27Afrique-fr = supersededTerm-admn-sts
morphing-fr = admittedTerm-admn-sts
pays+d%27accueil-fr = preferredTerm-admn-sts
ressortissant+d%27un+pays+tiers-fr = preferredTerm-admn-sts
revue+quadriennale+de+la+diplomatie+et+du+d%C3%A9veloppement-fr = deprecatedTerm-admn-sts
superficie+d%27entr%C3%A9e+du+capteur-fr = preferredTerm-admn-sts
transaction+%C3%A9lectronique-fr = preferredTerm-admn-sts
transaction+qui+n%E2%80%99implique+pas+la+pr%C3%A9sence+physique+des+parties-fr = preferredTerm-admn-sts
trappe+%C3%A0+inactivit%C3%A9-fr = preferredTerm-admn-sts
%C3%A9change+de+donn%C3%A9es+informatis%C3%A9-fr = preferredTerm-admn-sts
%C5%93ufs+de+poules+%C3%A9lev%C3%A9es+sur+perchoirs-fr = supersededTerm-admn-sts
AEEN-fr = supersededTerm-admn-sts
Assembl%C3%A9e+consultative+du+Conseil+de+l%27Europe-fr = supersededTerm-admn-sts
Association+Int%C3%A9rimaire+entre+la+Communaut%C3%A9+Europ%C3%A9enne+et+l%27Organisation+de+Lib%C3%A9ration+de+la+Palestine+%28OLP%29%2C+agissant+pour+le+compte+de+l%27Autorit%C3%A9+palestinienne+de+la+Cisjordanie+et+de+la+Bande+de+Gaza-fr = supersededTerm-admn-sts
Bureau+de+la+v%C3%A9rification+interne+des+comptes-fr = supersededTerm-admn-sts
CCD-fr = supersededTerm-admn-sts
CEME-fr = supersededTerm-admn-sts
Cion-fr = admittedTerm-admn-sts
Convention+europ%C3%A9enne+pour+la+protection+des+minorit%C3%A9s-fr = supersededTerm-admn-sts
Direction+2+-+Transports%2C+t%C3%A9l%C3%A9communications+et+%C3%A9nergie-fr = supersededTerm-admn-sts
Direction+7+-+Qualit%C3%A9+de+la+l%C3%A9gislation-fr = supersededTerm-admn-sts
F%C3%A9d%C3%A9ration+europ%C3%A9enne+des+fonds+et+soci%C3%A9t%C3%A9s+d%27investissement-fr = supersededTerm-admn-sts
Groupe+%22Harmonisation+technique%22+%28Substances+et+pr%C3%A9parations+dangereuses%29-fr = supersededTerm-admn-sts
Groupe+%C3%A0+haut+niveau+sur+l%27int%C3%A9gration+des+politiques+d%27%C3%A9galit%C3%A9+entre+les+hommes+et+les+femmes-fr = preferredTerm-admn-sts
Groupe+des+r%C3%A9gulateurs+europ%C3%A9ens+des+t%C3%A9l%C3%A9communications-fr = supersededTerm-admn-sts
March%C3%A9+des+options+n%C3%A9gociables+de+Paris-fr = preferredTerm-admn-sts
Soci%C3%A9t%C3%A9+interprofessionnelle+pour+la+compensation+des+valeurs+mobili%C3%A8res-fr = supersededTerm-admn-sts
Trait%C3%A9+concernant+l%27enregistrement+des+marques-fr = supersededTerm-admn-sts
UNODC-fr = supersededTerm-admn-sts
VUS-fr = deprecatedTerm-admn-sts
autorisation+de+travailler-fr = preferredTerm-admn-sts
capacit%C3%A9+PESD+civile-fr = supersededTerm-admn-sts
caract%C3%A8re+communautaire-fr = supersededTerm-admn-sts
